,World Rank,Region Rank,Year Score,Property Rights,Freedom from Corruption,Fiscal Freedom ,Gov Spending,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov Expenditure % of GDP,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),Score Category,Asia-Pacific,Europe,Middle East / North Africa,North America,South and Central America / Caribbean,Sub-Saharan Africa
446,33.0,4.0,70.5,75.0,61.0,61.9,47.8,72.4,67.1,81.6,88.6,80.0,70.0,0.7,48.0,26.5,28.3,41.7,7.9,273.7,3.3,3.6,34770.0,6.7,1.5,11803.8,66.7,2,0,0,1,0,0,0
447,80.0,34.0,61.7,55.0,43.0,54.2,23.2,71.9,55.4,81.2,88.0,85.0,60.0,1.0,43.0,27.5,44.4,50.6,59.7,1807.8,-1.9,-1.5,30289.0,12.2,1.3,16507.8,132.5,3,0,1,0,0,0,0
448,48.0,9.0,67.7,40.0,38.0,81.5,73.2,85.9,76.5,71.4,75.0,85.0,50.0,7.5,25.0,25.0,24.4,29.9,2.8,25.2,0.5,-0.7,9048.0,15.0,9.4,567.1,138.9,3,0,0,0,0,1,0
449,20.0,6.0,73.3,80.0,74.0,68.7,47.1,84.1,90.2,86.7,82.6,70.0,50.0,1.2,40.8,25.5,28.6,42.0,127.3,4698.8,1.5,0.3,36899.0,4.1,0.4,2303.7,243.2,2,1,0,0,0,0,0
450,38.0,5.0,69.3,60.0,45.0,93.7,70.7,59.1,74.4,80.6,79.6,70.0,60.0,5.2,14.0,14.0,15.3,31.2,6.5,40.0,3.3,3.2,6115.0,12.6,5.5,1798.5,87.7,3,0,0,1,0,0,0
451,69.0,11.0,63.3,25.0,26.0,93.2,85.0,73.7,87.0,74.6,79.0,40.0,50.0,3.0,10.0,20.0,13.5,22.4,17.2,246.9,6.0,5.4,14391.0,5.2,5.8,9738.5,13.5,3,1,0,0,0,0,0
452,122.0,23.0,55.6,30.0,27.0,78.0,72.1,47.9,63.8,72.8,64.0,50.0,50.0,10.5,30.0,30.0,20.1,30.5,44.4,80.4,5.6,4.6,1812.0,9.2,5.7,514.4,50.5,4,0,0,0,0,0,1
454,29.0,7.0,71.5,75.0,55.0,72.5,67.9,89.7,51.1,81.6,72.6,70.0,80.0,8.7,38.0,24.2,26.8,32.7,50.2,1666.8,2.8,3.0,33189.0,3.2,1.3,12220.7,36.7,2,1,0,0,0,0,0
455,74.0,7.0,62.5,45.0,43.0,97.7,61.1,58.6,64.2,74.0,76.2,55.0,50.0,4.4,0.0,15.0,0.7,36.0,3.9,154.5,0.8,0.6,39706.0,3.1,2.7,2329.0,5.3,3,0,0,1,0,0,0
456,82.0,15.0,61.3,20.0,24.0,93.6,53.2,73.7,85.0,73.8,80.2,60.0,50.0,2.4,10.0,10.0,21.0,39.5,5.6,14.7,10.5,3.5,2611.0,7.9,6.6,757.6,47.7,3,1,0,0,0,0,0
457,150.0,33.0,51.4,15.0,26.0,86.2,86.8,59.5,57.1,74.5,58.6,30.0,20.0,13.2,24.0,24.0,15.0,21.0,6.8,20.8,8.2,7.9,3068.0,1.4,6.4,296.0,62.0,4,1,0,0,0,0,0
458,37.0,17.0,69.7,50.0,53.0,84.4,59.2,82.1,61.5,83.8,88.0,85.0,50.0,1.0,24.0,15.0,27.6,36.9,2.0,38.9,4.1,-1.3,19120.0,10.9,0.0,808.3,32.1,3,0,1,0,0,0,0
459,94.0,10.0,59.3,20.0,28.0,91.3,70.6,54.7,60.7,72.0,75.8,60.0,60.0,7.1,20.0,15.0,15.7,31.3,4.5,66.3,1.0,4.5,14845.0,6.6,3.2,2832.7,139.7,4,0,0,1,0,0,0
460,155.0,38.0,49.6,35.0,49.0,68.5,0.0,54.7,63.9,75.2,64.6,45.0,40.0,12.7,35.0,25.0,36.1,61.1,1.9,4.3,5.8,5.2,2255.0,27.0,5.3,44.1,39.6,5,0,0,0,0,0,1
461,141.0,31.0,52.7,25.0,38.0,83.0,69.9,60.1,43.9,72.7,74.4,40.0,20.0,5.3,25.0,25.0,21.1,31.7,4.1,2.9,8.0,7.0,703.0,3.8,7.6,1061.3,29.5,4,0,0,0,0,0,1
463,15.0,6.0,74.7,60.0,57.0,92.9,61.3,84.9,62.0,81.2,88.0,80.0,80.0,1.0,15.0,15.0,16.0,35.9,3.0,67.6,3.3,-0.4,22747.0,12.1,1.2,531.1,39.3,2,0,1,0,0,0,0
464,21.0,10.0,73.2,90.0,80.0,62.3,42.2,71.3,42.1,80.7,88.0,95.0,80.0,1.0,43.6,21.0,37.8,43.9,0.5,42.6,2.0,0.2,78670.0,5.7,1.7,30075.4,22.9,2,0,1,0,0,0,0
465,53.0,24.0,67.1,35.0,44.0,91.4,65.6,79.2,70.7,79.0,86.2,60.0,60.0,1.9,10.0,10.0,25.6,33.8,2.1,22.6,3.1,1.5,10904.0,29.7,2.8,333.9,35.8,3,0,1,0,0,0,0
467,126.0,25.0,54.8,40.0,37.0,78.5,49.0,49.1,63.1,53.8,72.2,55.0,50.0,6.4,30.0,30.0,18.8,41.2,17.1,15.0,5.0,5.3,879.0,7.6,27.7,118.4,68.9,4,0,0,0,0,0,1
468,31.0,8.0,70.8,55.0,50.0,84.4,74.0,93.5,75.7,80.8,80.0,55.0,60.0,5.0,26.0,25.0,16.1,29.5,29.6,525.7,4.7,4.2,17748.0,3.2,2.1,12305.7,58.2,2,1,0,0,0,0,0
469,134.0,28.0,53.4,25.0,21.9,95.5,50.6,85.8,73.4,74.1,47.8,30.0,30.0,21.1,0.0,0.0,21.2,40.6,0.3,3.1,3.7,2.8,9173.0,11.7,4.0,325.3,80.7,4,1,0,0,0,0,0
470,119.0,21.0,56.4,25.0,28.0,69.6,89.2,47.2,50.7,81.1,73.2,60.0,40.0,8.4,40.0,35.0,14.5,19.0,16.9,18.6,1.7,2.9,1103.0,8.5,-0.6,410.3,31.5,4,0,0,0,0,0,1
471,58.0,28.0,66.5,75.0,56.0,63.1,44.4,61.0,55.6,81.8,88.0,80.0,60.0,1.0,35.0,35.0,35.2,43.1,0.4,11.6,2.4,1.1,27840.0,6.5,1.0,-2099.8,71.7,3,0,1,0,0,0,0
472,135.0,28.0,53.3,25.0,30.0,80.2,59.8,50.5,52.1,76.6,69.0,50.0,40.0,8.0,30.0,25.0,21.3,36.6,3.7,8.2,6.7,4.1,2218.0,30.9,4.1,1154.1,87.7,4,0,0,0,0,0,1
473,10.0,1.0,76.4,65.0,52.0,91.9,87.4,78.0,68.2,77.6,88.4,85.0,70.0,0.8,15.0,15.0,18.9,20.5,1.3,20.9,3.1,3.5,16056.0,8.1,3.5,258.6,53.8,2,0,0,0,0,0,1
474,59.0,3.0,66.4,50.0,34.0,77.8,78.0,71.5,59.9,77.6,85.6,70.0,60.0,2.2,35.0,30.0,10.0,27.1,118.4,1842.6,1.1,1.8,15563.0,5.0,3.8,38285.7,46.5,3,0,0,0,1,0,0
476,111.0,39.0,57.5,40.0,35.0,85.1,51.8,66.8,40.6,76.1,79.8,50.0,50.0,2.6,18.0,12.0,32.0,40.1,3.6,13.3,8.9,3.0,3736.0,5.9,4.6,231.3,24.4,4,0,1,0,0,0,0
478,66.0,31.0,64.7,40.0,44.0,92.6,36.7,77.1,77.5,79.7,84.8,65.0,50.0,2.6,9.0,9.0,24.0,45.9,0.6,7.4,3.4,0.1,11913.0,19.7,2.2,447.4,56.8,3,0,1,0,0,0,0
479,89.0,9.0,60.1,40.0,37.0,70.9,61.0,68.8,33.4,81.9,78.2,70.0,60.0,3.4,38.0,30.0,23.7,36.1,32.9,179.2,4.5,4.1,5456.0,9.2,1.9,3358.4,61.9,3,0,0,1,0,0,0
480,125.0,24.0,54.8,30.0,30.0,75.2,66.5,60.9,37.9,82.0,75.4,40.0,50.0,4.8,32.0,32.0,20.8,33.4,25.9,28.2,7.1,7.0,1090.0,8.5,4.2,5935.1,43.3,4,0,0,0,0,0,1
481,93.0,10.0,59.6,30.0,48.0,66.7,56.0,64.3,90.9,74.3,71.2,55.0,40.0,6.9,37.0,34.0,28.4,38.3,2.2,17.8,4.3,4.0,8191.0,17.7,6.2,699.1,26.6,4,0,0,0,0,0,1
482,152.0,34.0,51.3,30.0,31.0,85.6,88.9,65.7,44.3,70.5,61.8,5.0,30.0,11.6,25.0,25.0,13.9,19.2,27.9,42.1,3.6,4.3,1508.0,2.7,9.9,73.6,31.0,4,1,0,0,0,0,0
483,17.0,8.0,73.7,90.0,83.0,51.8,23.8,84.3,66.3,79.8,88.0,90.0,80.0,1.0,52.0,25.0,38.6,50.4,16.8,700.5,-0.8,-0.7,41711.0,6.7,2.6,24388.9,74.9,2,0,1,0,0,0,0
484,3.0,3.0,82.1,95.0,91.0,70.4,43.0,95.5,91.4,87.6,86.8,80.0,80.0,1.6,33.0,28.0,32.9,43.6,4.5,136.6,2.4,1.5,30493.0,6.4,1.1,986.5,35.9,1,1,0,0,0,0,0
485,108.0,18.0,57.6,10.0,28.0,78.4,76.6,58.0,56.7,67.8,85.4,65.0,50.0,2.3,30.0,30.0,18.9,28.0,6.1,27.9,4.2,3.2,4554.0,7.2,7.4,848.7,42.4,4,0,0,0,0,1,0
486,127.0,26.0,54.6,30.0,34.0,76.6,83.6,39.2,40.9,81.3,65.6,55.0,40.0,9.7,35.0,30.0,14.5,23.4,16.6,13.8,3.6,4.8,829.0,5.0,2.3,631.4,33.8,4,0,0,0,0,0,1
487,120.0,22.0,55.6,30.0,25.0,85.2,76.1,48.3,77.7,70.4,63.8,40.0,40.0,10.6,24.0,30.0,3.0,28.2,169.3,479.3,6.3,7.0,2831.0,7.5,8.5,5609.0,19.4,4,0,0,0,0,0,1
488,27.0,15.0,71.8,90.0,86.0,52.1,43.8,92.1,48.2,81.7,89.4,75.0,60.0,0.3,47.8,27.0,42.2,43.3,5.1,280.0,0.8,0.8,54947.0,3.5,2.1,9329.7,29.5,2,0,1,0,0,0,0
489,56.0,6.0,66.7,55.0,47.0,98.5,44.2,68.4,76.1,76.2,76.8,65.0,60.0,4.1,0.0,12.0,2.5,43.1,3.2,95.0,5.1,4.7,29813.0,8.0,1.3,1625.5,7.0,3,0,0,1,0,0,0
490,121.0,25.0,55.6,30.0,28.0,77.7,86.1,65.6,42.1,71.2,65.6,50.0,40.0,9.7,30.0,35.0,10.4,21.5,182.6,575.0,3.6,2.9,3149.0,5.2,7.4,1307.0,63.1,4,1,0,0,0,0,0
491,68.0,14.0,64.1,30.0,35.0,84.5,78.8,71.5,41.5,76.4,78.4,75.0,70.0,5.8,25.0,25.0,17.4,26.6,3.7,62.0,8.0,8.2,16658.0,4.0,4.0,4651.3,41.3,3,0,0,0,0,1,0
492,137.0,29.0,53.1,20.0,25.0,66.9,68.7,53.5,74.5,72.7,85.0,35.0,30.0,2.5,42.0,30.0,25.4,32.3,7.0,19.8,4.6,7.4,2834.0,2.4,3.8,18.2,32.6,4,1,0,0,0,0,0
493,83.0,15.0,61.1,30.0,24.0,96.0,81.9,58.4,26.3,78.3,81.4,75.0,60.0,4.3,10.0,10.0,14.3,24.6,6.8,46.4,13.0,4.8,6823.0,5.2,2.7,382.4,15.2,3,0,0,0,0,1,0
494,47.0,8.0,67.7,40.0,38.0,78.6,88.5,67.7,63.4,83.9,87.0,70.0,60.0,1.5,30.0,30.0,18.5,19.6,30.9,344.2,5.0,5.5,11124.0,3.8,2.8,10172.3,19.6,3,0,0,0,0,1,0
495,76.0,13.0,62.2,30.0,36.0,79.1,89.3,55.3,58.2,78.8,75.4,60.0,60.0,4.8,32.0,30.0,12.9,18.9,97.5,456.4,7.2,5.2,4682.0,7.3,2.9,3859.8,38.3,3,1,0,0,0,0,0
496,42.0,19.0,68.6,60.0,60.0,82.1,47.1,67.3,60.4,81.3,88.0,70.0,70.0,1.0,32.0,19.0,20.1,42.0,38.5,817.5,1.6,2.7,21214.0,10.4,0.9,-6037.7,57.5,3,0,1,0,0,0,0
497,64.0,30.0,65.3,70.0,62.0,61.1,28.8,87.5,42.9,82.8,88.0,70.0,60.0,1.0,48.0,23.0,32.5,48.7,10.6,244.8,-1.4,-1.4,23068.0,16.9,0.4,3114.0,128.8,3,0,1,0,0,0,0
498,32.0,3.0,70.8,70.0,68.0,99.7,71.9,70.5,71.2,79.7,81.8,45.0,50.0,4.1,0.0,0.0,5.1,30.6,2.0,199.6,6.1,10.7,98814.0,0.6,3.1,-840.4,34.2,2,0,0,1,0,0,0
499,57.0,27.0,66.6,40.0,43.0,86.9,62.3,69.8,68.6,77.3,88.0,80.0,50.0,1.0,16.0,16.0,28.2,35.4,21.3,285.1,3.5,-0.3,13396.0,7.4,4.0,3616.8,39.3,3,0,1,0,0,0,0
500,143.0,41.0,52.1,20.0,28.0,86.1,57.8,76.3,58.9,63.9,75.0,25.0,30.0,5.0,13.0,20.0,28.7,37.5,142.9,2556.2,1.3,1.0,17884.0,5.8,6.8,79262.0,13.4,4,0,1,0,0,0,0
501,65.0,4.0,64.8,30.0,53.0,80.2,79.2,59.5,84.5,76.0,80.8,65.0,40.0,4.6,30.0,30.0,13.6,26.3,10.6,16.4,5.0,6.9,1538.0,0.6,4.2,110.8,29.4,3,0,0,0,0,0,1
506,77.0,8.0,62.1,40.0,46.0,99.7,61.9,65.8,72.7,68.4,76.4,40.0,50.0,4.3,2.5,2.5,3.7,35.7,30.0,937.2,3.8,5.5,31245.0,5.5,3.5,9298.0,2.7,3,0,0,1,0,0,0
507,106.0,16.0,57.8,40.0,41.0,71.3,74.6,54.6,39.5,83.0,74.0,60.0,40.0,8.0,40.0,30.0,19.2,29.1,14.1,27.7,4.0,3.2,1958.0,9.9,0.8,298.3,45.9,4,0,0,0,0,0,1
508,90.0,37.0,60.0,45.0,42.0,82.4,27.1,57.8,70.4,72.2,78.2,75.0,50.0,5.9,15.0,15.0,36.2,49.3,7.2,81.1,2.5,-0.0,11269.0,22.6,7.7,1377.4,65.8,3,0,1,0,0,0,0
510,147.0,36.0,51.7,10.0,30.0,80.8,87.5,53.4,41.6,68.5,70.2,55.0,20.0,9.9,30.0,30.0,11.1,20.4,6.1,9.4,16.3,9.1,1542.0,3.2,9.8,579.1,32.6,4,0,0,0,0,0,1
511,2.0,2.0,89.4,90.0,86.0,91.2,93.8,96.9,96.9,83.7,90.0,85.0,80.0,0.0,20.0,17.0,14.0,14.4,5.4,348.7,4.1,5.2,64584.0,3.1,2.4,63772.3,103.8,1,1,0,0,0,0,0
512,50.0,22.0,67.2,50.0,47.0,80.8,55.1,69.6,56.5,75.5,88.0,80.0,70.0,1.0,25.0,22.0,28.5,38.7,5.4,133.1,0.9,1.0,24605.0,14.0,1.5,591.0,54.9,3,0,1,0,0,0,0
513,88.0,36.0,60.3,60.0,57.0,58.1,0.0,81.2,57.1,81.3,88.0,70.0,50.0,1.0,50.0,17.0,37.4,59.4,2.1,57.4,-1.1,-2.0,27900.0,10.6,1.6,-678.6,73.0,3,0,1,0,0,0,0
514,159.0,36.0,47.0,30.0,25.0,61.1,25.7,67.7,68.6,74.3,73.0,15.0,30.0,8.5,40.0,30.0,37.3,49.8,0.6,1.9,2.9,4.2,3455.0,3.9,6.1,105.3,14.6,5,1,0,0,0,0,0
515,72.0,6.0,62.6,50.0,42.0,69.5,68.2,73.0,61.6,74.9,76.6,50.0,60.0,4.2,40.0,28.0,25.8,32.6,53.0,596.5,1.9,1.9,11259.0,25.3,5.8,8187.9,45.2,3,0,0,0,0,0,1
516,49.0,21.0,67.6,70.0,59.0,53.1,39.8,77.5,52.6,81.3,88.0,85.0,70.0,1.0,52.0,30.0,32.9,44.8,46.6,1391.3,-1.2,-1.4,29851.0,26.7,1.5,39166.6,93.9,3,0,1,0,0,0,0
519,129.0,23.0,54.2,35.0,36.0,69.3,73.8,42.2,81.9,77.2,66.2,30.0,30.0,11.9,38.0,36.0,18.3,29.5,0.5,7.2,4.7,4.4,13116.0,12.4,1.9,112.8,29.2,4,0,0,0,0,1,0
520,91.0,8.0,59.9,40.0,39.0,76.4,68.6,60.5,69.3,73.9,76.0,55.0,40.0,7.0,33.0,27.5,22.7,32.4,1.1,6.8,2.8,1.4,6218.0,22.9,5.6,67.0,18.8,4,0,0,0,0,0,1
521,23.0,12.0,72.7,90.0,89.0,43.0,19.2,87.9,54.0,85.5,88.0,90.0,80.0,1.0,57.0,22.0,44.3,51.9,9.6,396.8,1.5,1.3,41188.0,8.0,-0.0,8149.5,41.4,2,0,1,0,0,0,0
522,5.0,1.0,80.5,90.0,85.0,70.3,65.1,78.1,75.3,86.3,90.0,85.0,80.0,0.0,40.0,24.0,28.2,34.1,8.0,371.6,2.0,1.2,46430.0,4.4,-0.2,-5252.1,49.4,1,0,1,0,0,0,0
523,14.0,5.0,75.1,70.0,61.0,80.4,87.1,92.4,55.2,83.3,86.4,75.0,60.0,1.8,40.0,17.0,8.7,20.7,23.4,929.5,2.1,3.3,39767.0,4.1,0.8,3688.0,41.0,2,1,0,0,0,0,0
524,140.0,31.0,52.7,20.0,22.0,92.1,81.9,65.4,46.4,69.6,74.6,25.0,30.0,5.2,13.0,15.0,19.9,24.6,8.1,19.1,7.4,6.5,2354.0,10.8,5.0,107.8,29.2,4,1,0,0,0,0,0
525,109.0,17.0,57.5,30.0,33.0,79.9,79.3,45.0,61.4,69.7,67.0,60.0,50.0,11.5,30.0,30.0,14.4,26.3,46.3,79.4,7.0,6.7,1715.0,3.5,7.9,1872.4,41.0,4,0,0,0,0,0,1
526,75.0,12.0,62.4,40.0,35.0,81.5,81.4,72.5,63.5,69.9,75.4,45.0,60.0,4.8,35.0,20.0,15.0,24.9,68.2,673.7,2.9,2.9,9875.0,0.8,2.2,12945.6,45.3,3,1,0,0,0,0,0
528,138.0,30.0,53.0,30.0,29.0,69.7,78.1,51.9,43.4,80.4,67.8,50.0,30.0,11.1,45.0,27.0,16.5,27.0,6.8,7.4,5.6,4.8,1084.0,8.5,2.0,84.2,43.3,4,0,0,0,0,0,1
530,67.0,13.0,64.1,50.0,38.0,79.0,69.3,65.3,76.6,74.3,78.6,60.0,50.0,5.7,25.0,25.0,29.2,32.0,1.3,27.5,1.6,-0.8,20438.0,6.6,5.2,1712.6,30.6,3,0,0,0,0,1,0
531,107.0,11.0,57.7,40.0,41.0,74.3,70.8,81.2,69.1,74.8,61.2,35.0,30.0,14.4,35.0,30.0,21.0,31.2,10.9,108.4,2.7,2.1,9932.0,17.5,6.1,1095.6,44.4,4,0,0,1,0,0,0
532,70.0,32.0,63.2,45.0,50.0,76.1,57.6,61.0,50.2,72.4,84.6,75.0,60.0,2.7,35.0,20.0,27.7,37.6,76.5,1174.2,4.3,3.8,15353.0,9.9,7.5,12866.0,35.8,3,0,1,0,0,0,0
533,172.0,41.0,41.4,5.0,17.0,94.0,93.5,30.0,20.0,64.2,80.0,0.0,10.0,0.0,10.0,8.0,21.0,14.7,5.7,54.2,10.2,10.2,9510.0,10.7,6.6,3061.0,20.6,5,1,0,0,0,0,0
534,92.0,9.0,59.7,25.0,26.0,73.3,89.0,43.3,87.5,76.3,76.6,60.0,40.0,6.7,40.0,30.0,13.1,19.1,36.8,54.6,6.0,5.1,1484.0,3.8,5.4,1145.9,33.9,4,0,0,0,0,0,1
535,162.0,43.0,46.9,20.0,25.0,78.7,28.0,59.3,48.2,78.6,85.8,15.0,30.0,2.1,17.0,18.0,38.9,49.0,45.4,336.8,0.1,-1.3,7423.0,7.9,-0.3,3771.0,41.0,5,0,1,0,0,0,0
536,25.0,2.0,72.4,55.0,69.0,99.5,85.8,74.7,83.8,83.8,82.4,40.0,50.0,3.8,0.0,0.0,7.2,21.8,9.0,272.0,4.8,1.9,30122.0,3.8,1.1,10488.0,12.3,2,0,0,1,0,0,0
537,13.0,5.0,75.8,90.0,76.0,62.9,30.3,91.1,75.6,74.4,88.0,90.0,80.0,1.0,45.0,21.0,35.2,48.2,64.1,2390.9,1.8,-0.1,37307.0,7.5,2.6,37100.9,90.1,2,0,1,0,0,0,0
538,12.0,2.0,76.2,80.0,73.0,66.2,51.8,88.8,98.5,76.6,87.0,70.0,70.0,1.5,39.6,35.0,24.3,40.1,316.4,16799.7,1.9,1.2,53101.0,7.5,1.5,187528.0,104.5,2,0,0,0,1,0,0
539,43.0,5.0,68.6,70.0,73.0,77.1,65.1,72.6,64.3,71.6,81.8,80.0,30.0,4.1,30.0,25.0,27.6,34.1,3.4,56.7,4.2,5.1,16723.0,6.3,8.6,2796.1,59.4,3,0,0,0,0,1,0
540,160.0,37.0,47.0,15.0,17.0,90.2,67.3,73.1,64.2,63.5,69.8,0.0,10.0,5.1,22.0,9.0,20.3,33.0,30.2,113.8,8.0,8.2,3762.0,10.8,11.2,1077.0,8.6,5,1,0,0,0,0,0
542,176.0,28.0,34.3,5.0,20.0,75.0,52.0,41.6,24.2,42.8,62.8,0.0,20.0,8.6,34.0,34.0,13.6,40.0,30.0,407.9,1.0,1.2,13605.0,7.6,40.7,7040.0,49.8,5,0,0,0,0,1,0
543,148.0,32.0,51.7,15.0,31.0,79.1,77.1,61.5,62.9,66.8,78.6,15.0,30.0,5.7,35.0,22.0,19.6,27.6,89.7,359.8,5.4,5.7,4012.0,1.9,6.6,8900.0,55.0,4,1,0,0,0,0,0
544,133.0,13.0,53.7,30.0,18.0,91.5,59.9,54.0,57.1,68.5,77.6,50.0,30.0,6.2,20.0,20.0,7.0,36.6,26.7,61.8,4.4,0.9,2316.0,17.2,11.1,-133.6,49.9,4,0,0,1,0,0,0
545,100.0,12.0,58.7,30.0,38.0,71.9,78.0,68.2,46.0,73.2,76.8,55.0,50.0,4.1,35.0,35.0,19.1,27.1,14.5,25.5,6.0,6.8,1754.0,13.2,7.0,1810.9,35.1,4,0,0,0,0,0,1
546,175.0,46.0,37.6,10.0,21.0,66.6,74.2,37.1,23.7,75.4,58.4,0.0,10.0,13.3,45.0,25.0,26.3,29.3,13.1,10.3,3.0,8.9,788.0,5.5,1.6,400.0,54.7,5,0,0,0,0,0,1
548,59.0,27.0,65.9,35.0,33.0,87.8,75.0,67.6,51.5,81.7,87.6,70.0,70.0,1.2,23.0,15.0,21.7,28.9,2.8,31.6,2.1,2.3,11377.0,16.1,1.6,1093.5,72.6,3,0,1,0,0,0,0
549,154.0,13.0,50.1,25.0,36.0,81.0,59.4,62.1,48.2,68.1,60.8,30.0,30.0,12.1,35.0,23.0,12.2,38.0,38.7,551.8,4.1,3.3,14259.0,9.5,2.9,1488.0,8.8,4,0,0,1,0,0,0
550,156.0,39.0,48.9,15.0,19.0,87.8,50.1,50.3,44.8,72.2,70.2,40.0,40.0,4.9,17.0,30.0,6.0,40.8,24.4,175.6,4.2,4.7,7203.0,6.8,7.3,-3881.0,38.0,5,0,0,0,0,0,1
551,169.0,27.0,43.8,15.0,34.0,66.1,51.3,56.0,43.9,44.0,67.4,30.0,30.0,6.3,35.0,35.0,30.6,40.3,42.0,947.6,0.5,4.4,22582.0,8.2,37.6,6612.0,48.6,5,0,0,0,0,1,0
552,54.0,23.0,67.0,20.0,37.0,83.8,80.7,77.5,62.2,72.8,85.6,80.0,70.0,2.2,26.0,20.0,23.4,25.4,3.3,24.3,3.4,4.2,7374.0,17.1,3.1,382.8,44.2,3,0,1,0,0,0,0
553,5.0,4.0,80.3,90.0,80.0,63.2,62.0,89.4,77.2,85.2,86.4,80.0,90.0,1.8,45.0,30.0,27.5,35.6,23.6,1095.4,2.7,2.7,46433.0,6.0,2.5,51854.2,34.3,1,1,0,0,0,0,0
554,28.0,15.0,71.7,90.0,72.0,50.7,22.4,79.4,72.5,81.7,88.0,90.0,70.0,1.0,50.0,25.0,42.5,50.9,8.5,395.5,0.3,1.3,46420.0,5.0,1.5,4674.9,86.8,2,0,1,0,0,0,0
555,91.0,16.0,60.2,20.0,29.0,88.0,56.7,70.3,75.2,77.0,75.8,60.0,50.0,4.6,25.0,20.0,13.3,38.0,9.4,165.3,2.8,3.2,17618.0,5.2,1.4,4430.4,16.4,3,1,0,0,0,0,0
556,31.0,2.0,70.9,70.0,71.0,97.9,84.3,70.7,72.8,78.5,64.0,40.0,60.0,13.0,0.0,0.0,14.4,22.8,0.4,9.0,1.3,1.1,25049.0,15.4,1.2,1595.9,60.4,2,0,0,0,0,1,0
557,18.0,1.0,74.3,60.0,49.0,99.9,75.4,71.9,79.1,74.6,82.6,70.0,80.0,3.7,0.0,0.0,3.1,28.6,1.2,61.9,4.7,4.0,51714.0,4.1,2.5,957.4,43.8,2,0,0,1,0,0,0
558,137.0,29.0,53.3,20.0,25.0,72.7,93.6,52.6,62.5,68.2,63.6,45.0,30.0,10.7,25.0,45.0,9.0,14.6,158.2,533.7,6.1,6.2,3373.0,4.3,7.0,1526.7,33.9,4,1,0,0,0,0,0
559,45.0,7.0,68.3,80.0,74.0,75.8,37.6,70.2,67.3,80.8,62.2,75.0,60.0,13.9,35.0,25.0,23.9,45.6,0.3,4.5,-0.3,0.1,16183.0,12.0,1.9,275.1,100.4,3,0,0,0,0,1,0
560,157.0,43.0,48.8,20.0,31.0,88.6,44.8,69.0,74.9,50.4,79.0,20.0,10.0,3.0,13.0,18.0,25.4,42.9,9.5,172.0,1.6,3.5,18161.0,5.9,18.1,1798.2,37.9,5,0,1,0,0,0,0
561,44.0,21.0,68.4,80.0,76.0,44.2,11.0,85.4,60.5,84.0,88.0,85.0,70.0,1.0,50.0,33.0,44.6,54.5,11.2,481.5,1.0,1.1,42973.0,8.5,0.5,-4956.7,105.6,3,0,1,0,0,0,0
562,118.0,20.0,57.4,35.0,6.7,82.1,71.9,63.3,60.3,79.2,70.0,55.0,50.0,10.0,25.0,25.0,23.2,30.6,0.4,2.9,3.4,2.7,8248.0,11.5,0.9,141.1,76.3,4,0,0,0,0,1,0
563,101.0,12.0,59.3,30.0,39.0,68.1,84.9,51.3,53.8,82.2,58.8,75.0,50.0,15.6,45.0,30.0,16.3,22.4,10.6,19.8,5.5,4.5,1870.0,1.0,-1.0,377.4,30.9,4,0,0,0,0,0,1
564,97.0,20.0,59.5,60.0,65.0,83.1,67.5,65.2,77.6,66.9,60.0,20.0,30.0,10.0,25.0,30.0,13.0,32.9,0.8,5.9,6.4,7.4,7641.0,2.8,7.7,5.8,107.5,4,1,0,0,0,0,0
565,160.0,26.0,47.4,10.0,35.0,86.4,55.5,58.8,31.7,65.0,76.6,15.0,40.0,4.2,13.0,25.0,23.8,38.5,11.2,70.0,5.4,5.3,6221.0,2.7,5.8,647.8,32.4,5,0,0,0,0,1,0
566,108.0,39.0,58.6,20.0,39.0,83.9,33.1,54.6,59.4,84.3,87.0,65.0,60.0,1.5,10.0,10.0,37.6,47.2,3.9,38.1,0.8,0.8,9833.0,27.9,-0.9,564.0,44.9,4,0,1,0,0,0,0
567,30.0,2.0,71.1,70.0,63.0,79.1,68.4,66.4,68.5,76.3,84.0,65.0,70.0,0.5,25.0,22.0,31.3,32.4,2.1,33.7,4.9,6.0,16036.0,18.2,3.9,393.2,14.5,2,0,0,0,0,0,1
568,122.0,21.0,56.5,45.0,43.0,69.7,55.2,61.4,52.5,64.2,69.4,55.0,50.0,7.8,27.5,34.0,33.4,38.6,202.8,3263.8,0.1,3.2,16096.0,6.8,6.3,62494.8,65.2,4,0,0,0,0,1,0
569,51.0,10.0,67.3,30.0,60.0,87.0,57.3,71.3,90.2,76.8,85.2,65.0,50.0,2.4,0.0,20.0,30.0,37.7,0.4,30.2,-0.7,0.9,73233.0,3.8,-0.2,567.9,2.6,3,1,0,0,0,0,0
